filename, speed, steer, throttle, brake
18252.bmp, 12.154501, 0.558777, 0.352951, 1.0
18253.bmp, 12.554124, 0.570587, 0.352951, 1.0
18254.bmp, 12.950360, 0.579041, 0.356873, 1.0
18255.bmp, 13.327742, 0.584442, 0.356873, 1.0
18256.bmp, 13.715691, 0.584442, 0.356873, 1.0
18257.bmp, 14.094849, 0.583099, 0.356873, 1.0
18258.bmp, 14.473564, 0.582077, 0.356873, 1.0
18259.bmp, 14.846046, 0.580383, 0.356873, 1.0
18260.bmp, 15.211689, 0.578018, 0.356873, 1.0
18261.bmp, 15.563246, 0.570587, 0.356873, 1.0
18262.bmp, 15.906902, 0.560120, 0.356873, 1.0
18263.bmp, 16.237055, 0.548630, 0.356873, 1.0
18264.bmp, 16.566019, 0.534790, 0.356873, 1.0
18265.bmp, 16.419683, 0.516876, 0.356873, 1.0
18266.bmp, 16.654966, 0.500000, 0.356873, 1.0
18267.bmp, 16.906803, 0.500000, 0.356873, 1.0
18268.bmp, 17.185987, 0.500000, 0.356873, 1.0
18269.bmp, 17.407646, 0.500000, 0.356873, 1.0
18270.bmp, 17.592911, 0.500000, 0.360794, 1.0
18271.bmp, 17.754061, 0.506744, 0.360794, 1.0
18272.bmp, 17.903585, 0.508438, 0.360794, 1.0
18273.bmp, 18.051956, 0.510132, 0.360794, 1.0
18274.bmp, 18.223450, 0.513840, 0.360794, 1.0
18275.bmp, 18.403227, 0.516876, 0.360794, 1.0
18276.bmp, 18.519163, 0.519592, 0.360794, 1.0
18277.bmp, 18.645611, 0.520599, 0.360794, 1.0
18278.bmp, 18.766390, 0.520599, 0.360794, 1.0
18279.bmp, 18.887413, 0.519592, 0.360794, 1.0
18280.bmp, 19.006359, 0.518570, 0.360794, 1.0
18281.bmp, 19.119247, 0.513504, 0.360794, 1.0
18282.bmp, 19.229694, 0.507080, 0.360794, 1.0
18283.bmp, 19.353773, 0.500000, 0.360794, 1.0
18284.bmp, 19.460154, 0.500000, 0.364716, 1.0
18285.bmp, 19.566650, 0.500000, 0.364716, 1.0
18286.bmp, 19.655365, 0.500000, 0.368637, 1.0
18287.bmp, 19.769880, 0.505066, 0.372559, 1.0
18288.bmp, 19.872812, 0.510468, 0.372559, 1.0
18289.bmp, 19.978462, 0.520935, 0.392166, 1.0
18290.bmp, 20.052345, 0.531403, 0.537262, 1.0
18291.bmp, 20.101875, 0.541885, 1.000000, 1.0
18292.bmp, 19.566101, 0.552353, 1.000000, 1.0
18293.bmp, 18.897400, 0.562485, 1.000000, 1.0
18294.bmp, 18.265966, 0.569580, 1.000000, 1.0
18295.bmp, 17.632742, 0.572617, 1.000000, 1.0
18296.bmp, 17.012337, 0.572952, 1.000000, 1.0
18297.bmp, 16.409336, 0.572952, 1.000000, 1.0
18298.bmp, 16.057180, 0.576340, 0.925491, 1.0
18299.bmp, 15.852948, 0.582748, 0.905884, 1.0
18300.bmp, 15.658885, 0.589844, 0.898041, 1.0
18301.bmp, 15.472780, 0.592545, 0.894119, 1.0
18302.bmp, 15.301694, 0.592545, 0.894119, 1.0
18303.bmp, 15.144015, 0.592545, 0.890198, 1.0
18304.bmp, 15.000670, 0.592545, 0.890198, 1.0
18305.bmp, 14.868242, 0.586136, 0.890198, 1.0
18306.bmp, 14.746497, 0.567886, 0.890198, 1.0
18307.bmp, 14.636864, 0.542557, 0.890198, 1.0
18308.bmp, 14.538324, 0.523636, 0.890198, 1.0
18309.bmp, 14.448797, 0.510132, 0.890198, 1.0
18310.bmp, 14.361165, 0.504379, 0.890198, 1.0
18311.bmp, 14.275804, 0.500000, 0.890198, 1.0
18312.bmp, 14.199406, 0.500000, 0.890198, 1.0
18313.bmp, 14.131794, 0.500000, 0.890198, 1.0
18314.bmp, 14.063505, 0.500000, 0.890198, 1.0
18315.bmp, 13.982512, 0.505737, 0.890198, 1.0
18316.bmp, 13.925353, 0.507431, 0.890198, 1.0
18317.bmp, 13.858567, 0.507431, 0.890198, 1.0
18318.bmp, 13.788794, 0.508438, 0.890198, 1.0
18319.bmp, 13.724667, 0.514175, 0.890198, 1.0
18320.bmp, 13.662774, 0.526337, 0.890198, 1.0
18321.bmp, 13.600627, 0.538498, 0.890198, 1.0
18322.bmp, 13.539625, 0.547623, 0.890198, 1.0
18323.bmp, 13.474926, 0.553711, 0.890198, 1.0
18324.bmp, 13.410008, 0.554718, 0.890198, 1.0
18325.bmp, 13.332294, 0.553360, 0.890198, 1.0
18326.bmp, 13.274825, 0.550659, 0.890198, 1.0
18327.bmp, 13.196030, 0.544586, 0.874512, 1.0
18328.bmp, 13.139897, 0.534790, 0.839218, 1.0
18329.bmp, 13.092469, 0.524994, 0.827454, 1.0
18330.bmp, 13.048588, 0.526001, 0.827454, 1.0
18331.bmp, 13.011403, 0.534103, 0.827454, 1.0
18332.bmp, 12.975481, 0.542221, 0.827454, 1.0
18333.bmp, 12.935984, 0.542892, 0.823532, 1.0
18334.bmp, 12.890700, 0.542892, 0.823532, 1.0
18335.bmp, 12.840171, 0.542892, 0.823532, 1.0
18336.bmp, 12.786019, 0.542892, 0.823532, 1.0
18337.bmp, 12.730781, 0.542892, 0.823532, 1.0
18338.bmp, 12.672608, 0.542557, 0.823532, 1.0
18339.bmp, 12.612769, 0.533096, 0.823532, 1.0
18340.bmp, 12.559048, 0.513168, 0.823532, 1.0
18341.bmp, 12.504299, 0.500000, 0.823532, 1.0
18342.bmp, 12.450266, 0.500000, 0.823532, 1.0
18343.bmp, 12.391671, 0.493149, 0.823532, 1.0
18344.bmp, 12.330666, 0.481995, 0.823532, 1.0
18345.bmp, 12.267335, 0.469406, 0.823532, 1.0
18346.bmp, 12.199946, 0.456085, 0.823532, 1.0
18347.bmp, 12.130759, 0.438828, 0.823532, 1.0
18348.bmp, 12.055116, 0.427307, 0.823532, 1.0
18349.bmp, 11.975189, 0.415436, 0.823532, 1.0
18350.bmp, 11.898388, 0.407166, 0.823532, 1.0
18351.bmp, 11.819421, 0.408600, 0.823532, 1.0
18352.bmp, 11.747156, 0.427673, 0.823532, 1.0
18353.bmp, 11.675208, 0.457886, 0.823532, 1.0
18354.bmp, 11.610925, 0.483795, 0.823532, 1.0
18355.bmp, 11.537747, 0.500000, 0.823532, 1.0
18356.bmp, 11.487043, 0.500000, 0.823532, 1.0
18357.bmp, 11.429413, 0.500000, 0.823532, 1.0
18358.bmp, 11.370836, 0.500000, 0.823532, 1.0
18359.bmp, 11.309978, 0.500000, 0.823532, 1.0
18360.bmp, 11.244246, 0.500000, 0.823532, 1.0
18361.bmp, 11.181256, 0.481628, 0.823532, 1.0
18362.bmp, 11.111785, 0.466522, 0.823532, 1.0
18363.bmp, 11.036540, 0.454285, 0.823532, 1.0
18364.bmp, 10.966097, 0.437027, 0.823532, 1.0
18365.bmp, 10.887218, 0.424789, 0.823532, 1.0
18366.bmp, 10.827096, 0.411835, 0.823532, 1.0
18367.bmp, 10.782409, 0.404282, 0.823532, 1.0
18368.bmp, 10.721190, 0.405731, 0.823532, 1.0
18369.bmp, 10.672659, 0.416519, 0.823532, 1.0
18370.bmp, 10.625557, 0.428024, 0.823532, 1.0
18371.bmp, 10.583057, 0.435577, 0.823532, 1.0
18372.bmp, 10.521280, 0.437378, 0.823532, 1.0
18373.bmp, 10.477912, 0.442062, 0.823532, 1.0
18374.bmp, 10.427365, 0.443146, 0.823532, 1.0
18375.bmp, 10.378706, 0.436661, 0.823532, 1.0
18376.bmp, 10.335071, 0.426239, 0.823532, 1.0
18377.bmp, 10.297063, 0.420120, 0.823532, 1.0
18378.bmp, 10.261708, 0.414368, 0.823532, 1.0
18379.bmp, 10.235417, 0.405731, 0.823532, 1.0
18380.bmp, 10.212659, 0.398163, 0.823532, 1.0
18381.bmp, 10.188233, 0.394562, 0.823532, 1.0
18382.bmp, 10.085200, 0.388428, 0.823532, 1.0
18383.bmp, 10.085690, 0.379776, 0.823532, 1.0
18384.bmp, 10.398121, 0.373657, 0.823532, 1.0
18385.bmp, 10.595245, 0.372925, 0.823532, 1.0
18386.bmp, 10.708336, 0.373291, 0.823532, 1.0
18387.bmp, 10.767678, 0.372925, 0.823532, 1.0
18388.bmp, 10.793420, 0.372208, 0.823532, 1.0
18389.bmp, 10.804245, 0.371124, 0.823532, 1.0
18390.bmp, 10.826496, 0.371124, 0.823532, 1.0
18391.bmp, 10.861170, 0.375092, 0.823532, 1.0
18392.bmp, 10.888096, 0.388428, 0.823532, 1.0
18393.bmp, 10.915601, 0.404648, 0.823532, 1.0
18394.bmp, 10.939163, 0.424789, 0.823532, 1.0
18395.bmp, 10.960945, 0.453934, 0.823532, 1.0
18396.bmp, 10.980502, 0.474442, 0.823532, 1.0
18397.bmp, 11.000904, 0.491699, 0.823532, 1.0
18398.bmp, 11.021297, 0.500000, 0.823532, 1.0
18399.bmp, 11.035615, 0.500000, 0.823532, 1.0
18400.bmp, 11.050847, 0.493866, 0.823532, 1.0
18401.bmp, 11.072976, 0.483429, 0.823532, 1.0
18402.bmp, 11.098369, 0.473709, 0.823532, 1.0
18403.bmp, 11.129885, 0.463638, 0.823532, 1.0
18404.bmp, 11.159824, 0.456451, 0.823532, 1.0
18405.bmp, 11.191156, 0.449982, 0.823532, 1.0
18406.bmp, 11.210928, 0.447815, 0.823532, 1.0
18407.bmp, 11.233400, 0.450333, 0.823532, 1.0
18408.bmp, 11.256001, 0.455017, 0.823532, 1.0
18409.bmp, 11.314992, 0.460052, 0.823532, 1.0
18410.bmp, 11.357854, 0.466888, 0.823532, 1.0
18411.bmp, 11.401038, 0.475876, 0.823532, 1.0
18412.bmp, 11.447901, 0.486313, 0.823532, 1.0
18413.bmp, 11.498200, 0.500000, 0.823532, 1.0
18414.bmp, 11.538579, 0.500000, 0.823532, 1.0
18415.bmp, 11.592651, 0.510803, 0.823532, 1.0
18416.bmp, 11.642951, 0.527695, 0.823532, 1.0
18417.bmp, 11.700732, 0.543915, 0.831375, 1.0
18418.bmp, 11.753912, 0.562485, 0.874512, 1.0
18419.bmp, 11.792752, 0.573975, 0.933334, 1.0
18420.bmp, 11.813982, 0.580048, 0.921570, 1.0
18421.bmp, 11.827725, 0.585464, 0.858826, 1.0
18422.bmp, 11.867706, 0.592209, 0.827454, 1.0
18423.bmp, 11.945587, 0.599304, 0.803925, 1.0
18424.bmp, 12.038357, 0.608765, 0.792160, 1.0
18425.bmp, 12.143733, 0.617554, 0.788239, 1.0
18426.bmp, 12.261522, 0.623291, 0.784317, 1.0
18427.bmp, 12.373941, 0.630722, 0.784317, 1.0
18428.bmp, 12.305451, 0.637482, 0.784317, 1.0
18429.bmp, 12.286980, 0.639175, 0.784317, 1.0
18430.bmp, 12.334846, 0.638840, 0.784317, 1.0
18431.bmp, 12.382333, 0.638489, 0.784317, 1.0
18432.bmp, 12.428482, 0.635117, 0.784317, 1.0
18433.bmp, 12.476207, 0.618561, 0.784317, 1.0
18434.bmp, 12.528210, 0.591202, 0.784317, 1.0
18435.bmp, 12.598468, 0.565186, 0.784317, 1.0
18436.bmp, 12.652125, 0.547287, 0.784317, 1.0
18437.bmp, 12.714860, 0.533096, 0.784317, 1.0
18438.bmp, 12.774728, 0.516541, 0.784317, 1.0
18439.bmp, 12.830960, 0.500000, 0.784317, 1.0
18440.bmp, 12.884146, 0.500000, 0.784317, 1.0
18441.bmp, 12.932230, 0.500000, 0.784317, 1.0
18442.bmp, 12.975761, 0.500000, 0.780396, 1.0
18443.bmp, 13.017807, 0.500000, 0.780396, 1.0
18444.bmp, 13.063548, 0.500000, 0.780396, 1.0
18445.bmp, 13.104680, 0.486313, 0.792160, 1.0
18446.bmp, 13.138367, 0.476242, 0.815689, 1.0
18447.bmp, 13.157231, 0.467606, 0.839218, 1.0
18448.bmp, 13.161552, 0.460403, 0.890198, 1.0
18449.bmp, 13.076144, 0.444580, 1.000000, 1.0
18450.bmp, 12.623075, 0.428757, 1.000000, 1.0
18451.bmp, 12.168441, 0.420120, 1.000000, 1.0
18452.bmp, 11.708777, 0.414368, 1.000000, 1.0
18453.bmp, 11.315491, 0.413284, 0.972549, 1.0
18454.bmp, 11.226491, 0.413284, 0.929413, 1.0
18455.bmp, 11.155694, 0.411484, 0.878433, 1.0
18456.bmp, 11.108164, 0.406448, 0.850983, 1.0
18457.bmp, 11.072942, 0.404648, 0.831375, 1.0
18458.bmp, 11.048707, 0.408966, 0.819611, 1.0
18459.bmp, 11.040143, 0.413635, 0.803925, 1.0
18460.bmp, 11.054438, 0.413284, 0.780396, 1.0
18461.bmp, 11.079948, 0.407883, 0.772552, 1.0
18462.bmp, 11.112510, 0.399246, 0.772552, 1.0
18463.bmp, 11.139602, 0.391312, 0.768631, 1.0
18464.bmp, 11.162697, 0.389877, 0.768631, 1.0
18465.bmp, 11.183362, 0.388794, 0.768631, 1.0
18466.bmp, 11.199794, 0.385910, 0.768631, 1.0
18467.bmp, 11.224113, 0.378342, 0.764709, 1.0
18468.bmp, 11.242725, 0.368240, 0.764709, 1.0
18469.bmp, 11.262690, 0.361389, 0.764709, 1.0
18470.bmp, 11.301378, 0.359222, 0.764709, 1.0
18471.bmp, 11.340889, 0.364990, 0.764709, 1.0
18472.bmp, 11.382813, 0.374008, 0.764709, 1.0
18473.bmp, 11.480180, 0.388428, 0.764709, 1.0
18474.bmp, 11.587024, 0.399979, 0.764709, 1.0
18475.bmp, 11.683605, 0.409317, 0.764709, 1.0
18476.bmp, 11.745847, 0.415802, 0.764709, 1.0
18477.bmp, 11.812800, 0.422989, 0.764709, 1.0
18478.bmp, 11.878624, 0.434509, 0.764709, 1.0
18479.bmp, 11.945190, 0.446014, 0.764709, 1.0
18480.bmp, 12.012336, 0.455734, 0.764709, 1.0
18481.bmp, 12.082464, 0.461121, 0.764709, 1.0
18482.bmp, 12.155766, 0.464371, 0.764709, 1.0
18483.bmp, 12.232231, 0.465805, 0.764709, 1.0
18484.bmp, 12.305874, 0.464005, 0.764709, 1.0
18485.bmp, 12.390226, 0.463287, 0.764709, 1.0
18486.bmp, 12.460267, 0.462204, 0.764709, 1.0
18487.bmp, 12.531899, 0.460403, 0.764709, 1.0
18488.bmp, 12.590760, 0.455017, 0.764709, 1.0
18489.bmp, 12.656847, 0.450699, 0.764709, 1.0
18490.bmp, 12.730622, 0.448898, 0.764709, 1.0
18491.bmp, 12.787202, 0.451050, 0.764709, 1.0
18492.bmp, 12.861811, 0.454651, 0.764709, 1.0
18493.bmp, 12.928618, 0.460052, 0.764709, 1.0
18494.bmp, 12.996173, 0.465805, 0.764709, 1.0
18495.bmp, 13.063183, 0.476242, 0.764709, 1.0
18496.bmp, 13.131757, 0.488464, 0.764709, 1.0
18497.bmp, 13.198558, 0.495667, 0.764709, 1.0
18498.bmp, 13.264550, 0.500000, 0.764709, 1.0
18499.bmp, 13.329776, 0.500000, 0.760788, 1.0
18500.bmp, 13.394246, 0.500000, 0.756866, 1.0
18501.bmp, 13.457075, 0.495300, 0.756866, 1.0
18502.bmp, 13.523863, 0.491348, 0.749023, 1.0
18503.bmp, 13.600019, 0.485947, 0.749023, 1.0
18504.bmp, 13.669161, 0.482712, 0.749023, 1.0
18505.bmp, 13.733773, 0.480545, 0.745102, 1.0
18506.bmp, 13.793234, 0.479477, 0.745102, 1.0
18507.bmp, 13.846229, 0.478760, 0.745102, 1.0
18508.bmp, 13.898310, 0.476242, 0.745102, 1.0
18509.bmp, 13.938012, 0.472992, 0.745102, 1.0
18510.bmp, 13.969221, 0.468674, 0.745102, 1.0
18511.bmp, 13.997475, 0.466522, 0.745102, 1.0
18512.bmp, 14.027105, 0.463638, 0.745102, 1.0
18513.bmp, 14.049603, 0.461121, 0.745102, 1.0
18514.bmp, 14.064734, 0.459686, 0.745102, 1.0
18515.bmp, 14.073380, 0.458603, 0.745102, 1.0
18516.bmp, 14.077551, 0.458603, 0.745102, 1.0
18517.bmp, 14.084520, 0.458252, 0.745102, 1.0
18518.bmp, 14.091981, 0.457169, 0.745102, 1.0
18519.bmp, 14.105838, 0.456085, 0.745102, 1.0
18520.bmp, 14.120696, 0.455368, 0.745102, 1.0
18521.bmp, 14.134569, 0.457169, 0.745102, 1.0
18522.bmp, 14.147027, 0.461487, 0.745102, 1.0
18523.bmp, 14.159458, 0.468674, 0.745102, 1.0
18524.bmp, 14.171641, 0.474442, 0.745102, 1.0
18525.bmp, 14.196967, 0.481995, 0.745102, 1.0
18526.bmp, 14.224344, 0.491348, 0.745102, 1.0
18527.bmp, 14.252571, 0.500000, 0.745102, 1.0
18528.bmp, 14.279377, 0.500000, 0.745102, 1.0
18529.bmp, 14.303802, 0.500000, 0.745102, 1.0
18530.bmp, 14.329080, 0.500000, 0.745102, 1.0
18531.bmp, 14.357427, 0.500000, 0.745102, 1.0
18532.bmp, 14.388133, 0.506744, 0.745102, 1.0
18533.bmp, 14.418851, 0.507767, 0.745102, 1.0
18534.bmp, 14.455221, 0.508438, 0.745102, 1.0
18535.bmp, 14.490697, 0.509796, 0.745102, 1.0
18536.bmp, 14.530666, 0.512833, 0.745102, 1.0
18537.bmp, 14.569839, 0.515869, 0.745102, 1.0
18538.bmp, 14.610184, 0.519241, 0.745102, 1.0
18539.bmp, 14.651239, 0.523300, 0.745102, 1.0
18540.bmp, 14.694654, 0.526337, 0.745102, 1.0
18541.bmp, 14.739360, 0.530396, 0.745102, 1.0
18542.bmp, 14.786895, 0.534103, 0.745102, 1.0
18543.bmp, 14.835179, 0.534103, 0.745102, 1.0
18544.bmp, 14.888783, 0.526337, 0.745102, 1.0
18545.bmp, 14.943283, 0.518234, 0.745102, 1.0
18546.bmp, 14.999215, 0.511810, 0.745102, 1.0
18547.bmp, 15.058173, 0.508438, 0.745102, 1.0
18548.bmp, 15.117459, 0.505066, 0.745102, 1.0
18549.bmp, 15.180971, 0.500000, 0.745102, 1.0
18550.bmp, 15.245156, 0.504379, 0.745102, 1.0
18551.bmp, 15.311154, 0.506409, 0.745102, 1.0
18552.bmp, 15.378347, 0.510132, 0.745102, 1.0
18553.bmp, 15.450059, 0.518234, 0.745102, 1.0
18554.bmp, 15.536403, 0.526337, 0.745102, 1.0
18555.bmp, 15.620707, 0.533768, 0.745102, 1.0
18556.bmp, 15.690440, 0.537155, 0.745102, 1.0
18557.bmp, 15.760622, 0.540863, 0.745102, 1.0
18558.bmp, 15.828493, 0.542557, 0.745102, 1.0
18559.bmp, 15.894661, 0.542557, 0.745102, 1.0
18560.bmp, 15.874543, 0.542557, 0.745102, 1.0
18561.bmp, 15.758950, 0.538498, 0.745102, 1.0
18562.bmp, 15.796042, 0.534790, 0.745102, 1.0
18563.bmp, 15.839012, 0.533096, 0.745102, 1.0
18564.bmp, 15.885893, 0.531754, 0.745102, 1.0
18565.bmp, 15.938466, 0.531754, 0.745102, 1.0
18566.bmp, 15.974259, 0.531403, 0.745102, 1.0
18567.bmp, 16.020163, 0.530396, 0.745102, 1.0
18568.bmp, 16.062628, 0.531754, 0.745102, 1.0
18569.bmp, 16.105885, 0.535797, 0.752945, 1.0
18570.bmp, 16.147354, 0.541550, 0.874512, 1.0
18571.bmp, 16.167271, 0.543915, 0.925491, 1.0
18572.bmp, 16.162769, 0.547623, 0.925491, 1.0
18573.bmp, 16.139294, 0.550323, 0.905884, 1.0
18574.bmp, 16.109375, 0.553360, 0.882355, 1.0
18575.bmp, 16.082016, 0.558426, 0.866669, 1.0
18576.bmp, 16.049738, 0.562485, 0.847061, 1.0
18577.bmp, 16.011110, 0.566544, 0.831375, 1.0
18578.bmp, 15.977512, 0.570587, 0.811768, 1.0
18579.bmp, 15.948295, 0.573303, 0.803925, 1.0
18580.bmp, 15.912337, 0.577347, 0.800003, 1.0
18581.bmp, 15.867259, 0.581406, 0.800003, 1.0
18582.bmp, 15.808214, 0.585464, 0.800003, 1.0
18583.bmp, 15.736773, 0.591202, 0.800003, 1.0
18584.bmp, 15.666912, 0.595596, 0.800003, 1.0
18585.bmp, 15.597741, 0.602692, 0.800003, 1.0
18586.bmp, 15.586019, 0.608429, 0.800003, 1.0
18587.bmp, 15.571038, 0.610794, 0.800003, 1.0
18588.bmp, 15.527987, 0.616196, 0.807846, 1.0
18589.bmp, 15.448775, 0.621948, 0.815689, 1.0
18590.bmp, 15.346502, 0.624649, 0.835297, 1.0
18591.bmp, 15.230244, 0.627350, 0.843140, 1.0
18592.bmp, 15.120608, 0.626678, 0.847061, 1.0
18593.bmp, 15.007291, 0.618561, 0.847061, 1.0
18594.bmp, 14.901596, 0.594238, 0.847061, 1.0
18595.bmp, 14.799712, 0.565521, 0.847061, 1.0
18596.bmp, 14.739537, 0.533768, 0.847061, 1.0
18597.bmp, 14.677001, 0.500000, 0.858826, 1.0
18598.bmp, 14.623138, 0.500000, 0.921570, 1.0
18599.bmp, 14.563525, 0.492783, 0.952942, 1.0
18600.bmp, 14.499357, 0.494934, 0.952942, 1.0
18601.bmp, 14.430569, 0.500000, 0.952942, 1.0
18602.bmp, 14.361336, 0.500000, 0.952942, 1.0
18603.bmp, 14.291849, 0.500000, 0.949020, 1.0
18604.bmp, 14.227525, 0.500000, 0.945099, 1.0
18605.bmp, 14.163634, 0.509109, 0.945099, 1.0
18606.bmp, 14.121609, 0.520599, 0.952942, 1.0
18607.bmp, 13.945257, 0.531754, 1.000000, 1.0
18608.bmp, 13.520166, 0.541885, 1.000000, 1.0
18609.bmp, 13.099201, 0.551346, 1.000000, 1.0
18610.bmp, 12.772723, 0.560791, 1.000000, 1.0
18611.bmp, 12.533385, 0.563843, 0.894119, 1.0
18612.bmp, 12.533689, 0.564178, 0.811768, 1.0
18613.bmp, 12.565481, 0.564178, 0.788239, 1.0
18614.bmp, 12.608067, 0.564178, 0.776474, 1.0
18615.bmp, 12.657322, 0.566544, 0.768631, 1.0
18616.bmp, 12.716537, 0.569244, 0.764709, 1.0
18617.bmp, 12.783264, 0.569580, 0.760788, 1.0
18618.bmp, 12.847754, 0.568222, 0.760788, 1.0
18619.bmp, 12.911071, 0.563507, 0.760788, 1.0
18620.bmp, 12.972528, 0.554718, 0.756866, 1.0
18621.bmp, 13.036436, 0.547958, 0.756866, 1.0
18622.bmp, 13.100554, 0.542892, 0.756866, 1.0
18623.bmp, 13.165422, 0.539520, 0.756866, 1.0
18624.bmp, 13.237514, 0.534790, 0.756866, 1.0
18625.bmp, 13.324993, 0.531754, 0.756866, 1.0
18626.bmp, 13.407746, 0.529724, 0.756866, 1.0
18627.bmp, 13.486024, 0.529388, 0.756866, 1.0
18628.bmp, 13.559820, 0.529388, 0.756866, 1.0
18629.bmp, 13.634020, 0.529388, 0.756866, 1.0
18630.bmp, 13.704078, 0.529388, 0.756866, 1.0
18631.bmp, 13.776444, 0.529388, 0.756866, 1.0
18632.bmp, 13.850257, 0.529388, 0.756866, 1.0
18633.bmp, 13.925782, 0.529388, 0.756866, 1.0
18634.bmp, 14.005055, 0.529388, 0.756866, 1.0
18635.bmp, 14.095164, 0.529388, 0.756866, 1.0
18636.bmp, 14.159528, 0.529388, 0.756866, 1.0
18637.bmp, 14.237850, 0.529388, 0.756866, 1.0
18638.bmp, 14.315507, 0.530060, 0.756866, 1.0
18639.bmp, 14.393978, 0.530396, 0.756866, 1.0
18640.bmp, 14.476339, 0.530396, 0.756866, 1.0
18641.bmp, 14.557913, 0.530396, 0.756866, 1.0
18642.bmp, 14.638783, 0.529037, 0.756866, 1.0
18643.bmp, 14.718014, 0.527023, 0.756866, 1.0
18644.bmp, 14.795512, 0.523300, 0.756866, 1.0
18645.bmp, 14.877382, 0.516876, 0.756866, 1.0
18646.bmp, 14.930153, 0.512833, 0.756866, 1.0
18647.bmp, 14.990031, 0.511810, 0.756866, 1.0
18648.bmp, 15.043851, 0.511139, 0.756866, 1.0
18649.bmp, 15.095770, 0.510132, 0.756866, 1.0
18650.bmp, 15.148439, 0.509796, 0.756866, 1.0
18651.bmp, 15.206028, 0.509796, 0.756866, 1.0
18652.bmp, 15.244798, 0.509796, 0.756866, 1.0
18653.bmp, 15.290711, 0.509796, 0.756866, 1.0
18654.bmp, 15.327758, 0.510468, 0.756866, 1.0
18655.bmp, 15.363286, 0.511475, 0.756866, 1.0
18656.bmp, 15.396990, 0.512497, 0.756866, 1.0
18657.bmp, 15.429553, 0.513840, 0.756866, 1.0
18658.bmp, 15.462080, 0.516541, 0.756866, 1.0
18659.bmp, 15.495038, 0.519241, 0.756866, 1.0
18660.bmp, 15.534311, 0.521606, 0.756866, 1.0
18661.bmp, 15.565460, 0.523300, 0.756866, 1.0
18662.bmp, 15.591369, 0.525330, 0.756866, 1.0
18663.bmp, 15.613553, 0.525665, 0.756866, 1.0
18664.bmp, 15.633792, 0.526001, 0.756866, 1.0
18665.bmp, 15.666215, 0.526001, 0.756866, 1.0
18666.bmp, 15.693179, 0.520935, 0.756866, 1.0
18667.bmp, 15.715528, 0.515869, 0.756866, 1.0
18668.bmp, 15.733212, 0.514175, 0.756866, 1.0
18669.bmp, 15.748236, 0.514175, 0.756866, 1.0
18670.bmp, 15.763457, 0.514175, 0.756866, 1.0
18671.bmp, 15.777115, 0.514175, 0.756866, 1.0
18672.bmp, 15.790568, 0.514175, 0.756866, 1.0
18673.bmp, 15.804793, 0.515198, 0.756866, 1.0
18674.bmp, 15.819549, 0.520599, 0.756866, 1.0
18675.bmp, 15.832296, 0.523636, 0.756866, 1.0
18676.bmp, 15.840728, 0.524658, 0.756866, 1.0
18677.bmp, 15.847248, 0.523636, 0.756866, 1.0
18678.bmp, 15.853559, 0.520935, 0.756866, 1.0
18679.bmp, 15.860863, 0.517563, 0.756866, 1.0
18680.bmp, 15.869370, 0.514175, 0.756866, 1.0
18681.bmp, 15.877568, 0.512833, 0.756866, 1.0
18682.bmp, 15.886586, 0.512833, 0.756866, 1.0
18683.bmp, 15.909056, 0.511475, 0.756866, 1.0
18684.bmp, 15.929878, 0.510468, 0.756866, 1.0
18685.bmp, 15.694473, 0.510132, 0.756866, 1.0
18686.bmp, 15.674634, 0.509796, 0.756866, 1.0
18687.bmp, 15.650555, 0.509796, 0.756866, 1.0
18688.bmp, 15.626341, 0.511475, 0.756866, 1.0
18689.bmp, 15.601541, 0.513840, 0.756866, 1.0
18690.bmp, 15.574460, 0.516541, 0.756866, 1.0
18691.bmp, 15.544560, 0.519241, 0.756866, 1.0
18692.bmp, 15.510115, 0.521271, 0.756866, 1.0
18693.bmp, 15.480778, 0.524307, 0.756866, 1.0
18694.bmp, 15.452301, 0.526001, 0.756866, 1.0
18695.bmp, 15.425237, 0.526337, 0.756866, 1.0
18696.bmp, 15.396966, 0.526337, 0.756866, 1.0
18697.bmp, 15.367159, 0.523972, 0.756866, 1.0
18698.bmp, 15.335789, 0.523972, 0.756866, 1.0
18699.bmp, 15.303617, 0.523636, 0.756866, 1.0
18700.bmp, 15.271676, 0.522964, 0.756866, 1.0
18701.bmp, 15.241727, 0.520599, 0.756866, 1.0
18702.bmp, 15.214563, 0.515869, 0.756866, 1.0
18703.bmp, 15.188700, 0.513840, 0.756866, 1.0
18704.bmp, 15.163972, 0.513840, 0.756866, 1.0
18705.bmp, 15.137698, 0.515869, 0.756866, 1.0
18706.bmp, 15.117374, 0.519928, 0.756866, 1.0
18707.bmp, 15.097086, 0.522964, 0.756866, 1.0
18708.bmp, 15.073050, 0.524307, 0.756866, 1.0
18709.bmp, 15.047213, 0.526001, 0.756866, 1.0
18710.bmp, 15.021470, 0.530060, 0.756866, 1.0
18711.bmp, 14.994714, 0.534790, 0.756866, 1.0
18712.bmp, 14.964093, 0.540863, 0.788239, 1.0
18713.bmp, 14.925380, 0.543228, 0.850983, 1.0
18714.bmp, 14.872622, 0.548294, 0.933334, 1.0
18715.bmp, 14.798126, 0.551346, 0.941177, 1.0
18716.bmp, 14.707150, 0.551682, 0.921570, 1.0
18717.bmp, 14.611005, 0.550995, 0.917648, 1.0
